age,gender,exp,region,marka,year,engine,kbm,rise
67,1,5,18,Ford,1997,176,2,1
43,1,6,84,Oldsmobile,1996,80,4,1
36,0,1,212,Plymouth,1993,365,2,0
58,0,1,72,Smart,2011,326,4,1
37,0,25,120,Chevrolet,2002,152,3,1
44,1,2,26,Chevrolet,2010,416,4,1
51,1,19,180,Audi,1985,133,0,0
28,0,19,189,Eagle,1993,152,0,0
50,1,10,175,Toyota,2003,141,0,1
44,1,8,119,Ford,2003,360,1,1
52,1,3,141,Hyundai,2009,462,1,0
41,1,21,33,Porsche,1991,135,2,0
42,0,17,173,Infiniti,2004,114,4,1
37,0,19,49,GMC,2010,105,0,1
58,1,14,168,Dodge,1999,92,3,1
32,1,20,144,Mercedes-Benz,1997,450,3,1
38,1,21,91,Dodge,2001,122,1,1
42,1,6,197,Volkswagen,2002,313,0,1
42,0,8,13,Jaguar,2011,324,4,1
44,0,22,108,Mitsubishi,2006,157,0,1
46,1,6,175,Ford,2010,203,3,0
44,0,7,195,Kia,2011,362,3,1
37,0,40,86,Toyota,2009,113,2,1
45,1,2,86,Volvo,2003,136,3,0
48,0,5,26,Ford,1985,324,0,1
72,0,1,99,BMW,1999,228,1,1
52,1,2,118,Ford,2012,432,0,0
48,0,20,98,Chevrolet,1996,159,1,0
40,0,13,220,Mitsubishi,2003,132,3,0
49,0,7,76,Ford,1988,478,2,1
62,0,19,20,Honda,1996,139,2,0
45,0,2,85,Ford,1970,297,1,1
32,0,4,177,Ford,1999,142,2,0
42,0,25,202,Acura,2001,127,1,0
33,0,16,79,BMW,2004,142,4,0
43,0,25,11,Toyota,2009,124,0,1
57,0,2,147,Ford,2005,158,3,0
22,0,2,110,Lexus,2002,696,2,0
53,1,5,204,Toyota,2012,134,4,1
43,1,1,116,Volkswagen,1992,110,4,1
47,0,2,136,GMC,1994,98,1,1
44,1,4,175,Toyota,1992,168,0,0
50,1,12,190,Chevrolet,1987,88,2,1
48,0,15,142,Peugeot,2007,160,4,0
42,0,16,59,Mazda,1996,129,2,1
51,1,17,57,Acura,1998,141,0,1
32,1,38,26,Dodge,2007,453,3,1
50,1,7,111,Buick,1993,208,0,1
52,0,19,36,Buick,1984,130,1,0
41,1,34,199,Mazda,2009,84,2,1
39,0,17,52,Land Rover,1997,87,4,0
27,0,2,30,Ford,1997,272,2,1
53,1,10,69,Ford,2002,89,1,0
48,0,2,10,Mercury,2009,227,4,1
52,0,16,102,Infiniti,1996,113,1,1
38,1,5,41,Mercedes-Benz,2002,334,1,0
53,1,18,11,Jeep,2012,121,1,0
40,0,32,90,Buick,1994,158,2,0
49,0,1,52,Fiat,2012,222,4,1
59,1,1,94,Isuzu,2007,277,3,1
34,0,5,10,Buick,1990,324,4,1
52,1,13,63,Hillman,1950,90,2,0
35,0,3,100,GMC,2008,169,0,0
46,0,40,190,Cadillac,2002,139,2,1
56,0,36,114,Toyota,1992,118,0,1
48,0,5,135,Ford,2005,134,0,0
36,1,13,34,Audi,2009,154,2,1
30,0,28,113,GMC,2010,136,4,1
62,1,3,83,Suzuki,2008,252,0,0
50,1,27,16,Subaru,2010,97,3,0
55,1,6,126,Chevrolet,1993,168,2,1
52,0,9,178,Mercedes-Benz,1990,138,1,1
59,1,2,72,Toyota,2009,162,3,0
33,0,26,10,Volkswagen,2004,84,1,1
46,0,2,133,Lincoln,2010,408,3,1
46,0,3,173,Volvo,2010,100,2,0
24,0,5,139,Hyundai,2013,442,3,1
55,0,20,103,Volkswagen,2012,92,0,1
48,1,17,121,Maserati,2002,84,3,0
42,1,6,151,Lexus,2004,452,4,0
50,1,6,158,Ford,1989,107,3,0
33,0,5,22,Hummer,2008,166,0,1
56,0,1,66,Ford,2005,697,1,0
49,1,4,164,Ford,2002,104,0,1
53,0,17,210,Suzuki,1996,130,0,0
52,1,1,176,Dodge,1995,348,2,0
60,1,36,107,BMW,2003,80,3,1
49,1,7,139,Saab,1994,122,4,1
21,0,11,80,Jeep,2010,88,3,0
50,1,10,60,Infiniti,2011,133,0,0
30,0,2,129,Audi,1999,173,0,1
36,1,1,157,Buick,1992,411,0,1
30,1,7,174,Saturn,2005,357,1,1
53,1,31,191,Chevrolet,1996,95,0,1
49,1,22,15,Lincoln,1992,104,1,0
62,1,23,34,Pontiac,1969,102,4,0
38,0,12,74,Mazda,2011,100,3,1
59,0,14,60,Mercedes-Benz,1992,155,0,0
53,0,7,85,Studebaker,1961,197,1,0
46,1,18,20,Chevrolet,2007,130,0,0
30,1,6,27,Mitsubishi,2002,163,1,1
42,1,2,203,Lamborghini,2006,194,1,1
49,1,3,25,Honda,2012,487,2,1
57,0,6,36,Toyota,2004,96,1,1
46,0,3,88,Cadillac,1992,404,3,0
43,1,28,80,Audi,1991,118,0,1
50,1,17,46,Pontiac,2005,100,3,1
42,0,24,90,Subaru,2003,124,0,0
42,0,1,52,Ford,2012,123,1,0
48,1,1,157,Audi,2002,227,3,0
38,0,4,100,Jaguar,1994,253,3,0
53,1,8,165,Subaru,2001,88,1,0
56,0,14,5,Mazda,2012,142,3,0
51,0,2,203,Mercury,1992,471,0,0
43,0,17,33,Mazda,2007,140,3,0
52,1,7,156,Lincoln,2007,240,1,1
42,0,11,183,Dodge,2009,82,3,0
32,0,1,131,Mitsubishi,2001,244,3,1
42,1,38,180,Audi,1993,145,1,1
27,1,17,142,Studebaker,1964,132,0,1
38,0,25,5,Porsche,1990,118,2,0
46,0,16,19,Honda,2001,153,1,0
38,1,4,79,Buick,1998,406,3,0
41,0,6,162,Ford,1999,443,3,0
41,0,8,145,Buick,1995,172,1,1
42,1,5,33,Lotus,1989,489,4,1
37,1,18,216,Ford,1966,96,1,1
26,0,13,30,Ford,2009,144,2,0
47,0,5,173,Nissan,2008,149,0,0
44,0,16,85,GMC,1995,95,2,1
55,0,25,181,Dodge,1992,81,3,0
39,1,20,220,Land Rover,1986,87,4,0
56,0,6,61,Chrysler,2000,139,4,0
48,0,16,96,Acura,1997,109,0,0
45,0,20,190,Cadillac,2008,522,3,1
50,0,25,110,Mercedes-Benz,2011,118,0,0
56,1,2,147,Honda,1999,228,4,0
51,1,15,198,Chrysler,2007,104,0,1
36,0,6,92,Jaguar,2006,172,3,0
31,1,16,42,Audi,1992,156,3,0
40,1,20,129,BMW,2007,114,2,1
44,1,20,37,Subaru,2010,117,4,1
54,0,10,141,Toyota,2008,95,2,0
33,0,19,114,Chevrolet,2006,120,2,0
54,0,20,200,Buick,2005,121,2,1
40,1,16,87,Hyundai,2002,160,0,1
38,0,5,40,GMC,2000,241,0,0
58,1,17,34,Mercury,1984,138,4,0
42,0,18,118,Mercedes-Benz,2012,149,2,0
43,1,7,131,Toyota,1982,486,4,0
41,0,1,187,Maserati,1989,138,0,0
45,0,38,43,Chevrolet,1996,138,2,0
53,1,10,40,Aston Martin,2012,157,2,1
53,1,22,6,BMW,1997,89,2,0
30,0,1,132,Volkswagen,2012,548,1,0
32,1,1,10,Nissan,2012,409,3,1
50,0,6,78,Audi,2001,195,2,1
42,0,9,167,Mitsubishi,2001,138,1,0
42,0,32,205,Chrysler,2004,130,2,1
41,0,16,30,Dodge,1993,159,4,0
39,0,11,14,Toyota,2010,104,2,1
27,0,26,213,Ford,1983,124,2,1
43,1,15,142,Ford,1997,91,0,1
45,0,16,152,Jaguar,2004,105,1,1
43,0,32,149,Ford,1992,124,2,1
33,1,26,152,Ford,1996,142,4,1
48,0,4,213,Dodge,2001,114,4,0
52,1,6,149,Honda,2006,394,0,0
47,0,1,11,GMC,1997,275,3,0
55,1,20,21,Ford,2008,118,3,0
51,0,7,55,GMC,2008,489,1,1
47,1,22,79,Toyota,1995,621,3,1
28,1,29,210,Citroën,1948,122,0,0
51,0,7,81,Ford,1979,96,2,0
42,1,1,51,Pontiac,2001,318,4,0
47,1,1,147,Maserati,2010,620,1,1
40,1,24,62,Dodge,2004,92,3,1
30,1,32,103,Dodge,1996,113,3,1
53,1,5,138,Ford,1997,126,1,0
33,0,1,141,Geo,1992,143,2,0
42,0,30,210,Honda,2010,127,2,0
53,1,13,41,Chrysler,1994,85,0,0
43,0,2,58,GMC,1995,180,2,0
36,1,16,109,Mazda,1990,158,2,0
38,0,15,178,Isuzu,1996,97,0,1
41,0,7,51,Dodge,1998,170,4,0
38,1,8,181,Ford,1989,298,3,1
36,0,22,169,Kia,2009,140,2,1
28,0,39,60,Honda,2012,155,1,0
35,0,25,15,Pontiac,1983,157,0,0
51,1,30,93,Toyota,2001,130,0,0
56,1,8,152,Mazda,1985,383,4,0
47,0,39,103,Audi,1998,118,3,1
46,0,23,132,Mitsubishi,2007,117,4,0
43,1,5,96,GMC,1996,278,3,1
53,0,12,47,Lincoln,1987,122,4,0
37,0,5,116,Land Rover,2002,181,4,1
46,0,22,196,Lincoln,2008,141,4,0
57,0,21,25,Chevrolet,2009,128,4,1
37,1,10,91,Toyota,1992,144,1,0
47,0,3,192,Chevrolet,1993,147,3,1
55,0,8,189,Toyota,1998,127,0,1
50,1,5,111,Subaru,1991,129,4,0
55,0,15,125,Hyundai,2010,84,2,1
40,0,10,85,Pontiac,1989,120,2,0
47,0,25,28,Subaru,1994,91,2,0
37,0,40,108,GMC,1994,146,2,0
34,1,6,18,Lexus,2010,316,0,1
44,1,10,165,Acura,2000,132,3,0
53,1,20,95,Spyker,2006,108,4,0
37,1,5,150,Audi,1990,253,3,0
38,1,3,4,GMC,2002,89,0,0
53,0,12,135,BMW,2007,104,1,0
56,0,37,19,Mitsubishi,1994,147,4,1
52,1,16,205,Lamborghini,1996,112,0,0
39,1,22,70,BMW,2013,134,1,0
58,0,36,125,Volkswagen,1993,133,4,0
43,1,8,158,Chrysler,2007,364,4,1
42,0,5,156,Cadillac,1992,483,0,0
52,0,25,96,Subaru,1996,80,4,0
45,0,39,28,Mazda,1997,99,2,1
41,1,8,177,Volvo,2004,191,1,1
39,0,18,175,Dodge,1996,111,4,0
47,0,21,112,Volkswagen,1998,96,0,0
46,1,12,113,Mazda,2013,635,3,1
34,0,3,138,Volvo,2010,153,2,1
28,1,26,115,Infiniti,2012,244,4,1
37,1,1,209,Mitsubishi,1994,96,3,1
46,0,3,25,Buick,1989,209,0,0
30,1,28,41,Pontiac,1965,106,0,0
49,0,29,29,Cadillac,2011,95,3,0
46,0,7,141,Saab,2008,176,3,0
41,1,18,68,Nissan,2000,97,0,0
57,0,8,155,Ford,1967,159,4,0
40,0,14,125,GMC,2011,136,0,0
36,0,13,63,Pontiac,1995,105,0,1
47,0,16,158,Lincoln,1987,514,4,0
53,0,39,32,Chevrolet,1999,104,0,0
39,0,1,13,Infiniti,2003,195,4,1
28,1,4,27,GMC,2004,202,4,1
46,1,4,88,Chevrolet,2003,179,0,0
38,1,7,102,BMW,1994,179,0,1
53,1,10,177,Chevrolet,1993,129,3,0
48,0,20,43,Mazda,2002,126,1,1
53,1,5,100,Audi,1984,128,0,0
48,0,3,51,GMC,2001,171,3,1
39,0,13,50,Mitsubishi,2003,128,3,0
44,0,15,82,Ford,1994,94,1,0
38,0,5,25,Dodge,2004,357,4,0
30,0,20,92,Chevrolet,2011,151,2,0
44,0,12,141,Mazda,2009,160,2,1
44,1,25,36,Subaru,1994,151,3,1
37,1,16,181,Suzuki,2011,127,3,1
24,0,24,157,Audi,2011,142,4,1
44,0,5,173,GMC,1996,323,4,1
57,1,7,157,Kia,2006,133,1,1
52,0,15,104,GMC,1999,152,4,0
55,0,22,189,Ford,1995,87,4,0
49,1,3,50,BMW,1992,114,2,1
54,1,14,92,Hyundai,2003,91,0,1
55,1,15,26,Volkswagen,2010,88,4,1
41,0,15,55,Chevrolet,1972,139,3,1
52,0,18,209,Isuzu,1995,141,2,1
51,0,30,129,Saturn,2004,85,2,0
51,0,24,178,Lexus,1994,94,4,0
57,1,7,200,Lotus,1993,186,1,1
48,1,25,67,Ford,1985,83,0,0
48,0,22,176,Chrysler,2008,97,0,0
48,0,17,147,Chevrolet,1965,124,4,1
45,1,4,219,Volvo,2002,183,0,0
51,0,5,88,Suzuki,1984,296,1,1
53,1,4,208,Kia,2009,208,4,0
43,1,20,84,Mitsubishi,2009,110,4,0
46,0,20,49,Subaru,2006,115,1,1
54,1,17,171,Ford,1995,120,1,0
31,0,6,129,Plymouth,1993,369,2,1
47,0,1,9,MINI,2012,407,4,0
51,0,13,119,Mitsubishi,2009,138,4,0
47,1,3,47,Chevrolet,2006,144,3,1
38,1,6,136,Volkswagen,1997,259,2,1
55,0,5,107,Audi,1998,111,1,1
47,1,17,204,Dodge,2008,159,2,0
45,1,16,116,BMW,1996,157,4,0
52,0,5,81,Chrysler,2009,141,0,0
48,0,7,33,Dodge,1995,266,0,0
50,1,14,205,Subaru,1988,154,3,1
41,0,14,79,Ford,2006,86,4,1
47,0,13,197,Mercury,2008,146,2,0
27,0,20,183,Lamborghini,2001,135,2,1
42,1,16,32,BMW,2010,101,1,1
42,0,30,59,Pontiac,1991,140,1,1
25,1,5,186,Hyundai,1992,135,1,1
32,1,13,122,Audi,2009,115,3,1
34,0,12,20,Toyota,2004,80,4,1
46,0,12,81,Toyota,1997,298,1,0
36,0,19,37,Mitsubishi,1994,89,2,0
44,0,3,157,Ford,1995,197,1,1
49,1,5,89,Suzuki,2005,426,0,0
41,0,25,6,Hyundai,2006,158,0,0
46,0,5,205,Chevrolet,1999,247,3,1
54,0,10,139,Hyundai,2010,93,1,0
46,0,13,106,Buick,1995,158,0,1
46,0,22,57,Mercedes-Benz,2003,143,1,0
40,1,16,86,Mitsubishi,1991,148,1,1
50,0,5,193,Buick,1987,114,1,0
43,0,3,107,Buick,1989,98,2,0
33,0,7,166,Buick,2010,254,2,0
45,1,22,132,Volkswagen,1995,145,0,0
36,1,3,117,Pontiac,2003,826,3,0
50,1,24,172,Acura,2001,135,0,0
47,1,17,168,Suzuki,2008,118,1,1
44,0,17,6,GMC,2009,84,0,1
46,1,5,174,Kia,2007,162,0,1
35,0,2,2,Chrysler,1996,329,3,1
47,1,40,176,Cadillac,2012,155,2,1
59,1,30,166,GMC,2010,155,4,0
37,0,10,88,Mazda,2009,87,2,1
41,0,3,76,Mercury,1988,455,4,0
43,0,6,86,GMC,2010,341,0,1
30,1,5,199,Volkswagen,1999,141,4,0
46,0,5,86,Mercury,2004,218,2,1
56,0,21,103,Dodge,2009,154,1,1
43,1,20,9,Subaru,2005,122,1,1
50,0,10,96,Nissan,2008,96,3,0
40,1,19,146,Land Rover,1998,141,3,1
49,1,9,157,Pontiac,2003,89,0,1
40,0,8,12,Daewoo,2000,289,0,0
51,1,22,122,Land Rover,2008,86,4,0
40,0,7,156,GMC,1994,203,3,0
38,0,20,77,BMW,1993,124,1,1
33,1,14,11,Hummer,2006,127,0,0
36,0,4,59,BMW,2007,394,1,1
37,1,1,177,Mercury,2009,454,0,1
35,0,20,56,Volkswagen,1985,82,1,1
26,0,30,149,BMW,2009,132,2,1
42,0,15,24,Toyota,2010,102,1,1
35,0,39,75,Pontiac,1991,102,4,1
55,0,13,115,Volkswagen,1990,144,1,1
48,1,31,15,Buick,2000,140,1,0
49,0,20,39,Ford,2012,157,3,0
37,0,17,158,Oldsmobile,1997,117,3,1
48,1,17,1,Aptera,2009,160,3,0
30,1,1,199,GMC,1994,245,3,1
55,0,9,21,GMC,1993,147,1,1
43,1,32,108,Nissan,2012,126,3,0
62,1,6,194,Lincoln,2007,398,1,0
42,1,5,195,Aston Martin,2009,177,3,1
54,0,10,116,Buick,2007,152,3,0
47,1,10,94,Lexus,2012,81,2,1
36,1,10,130,Chevrolet,2011,137,3,0
44,0,7,86,Porsche,2008,110,2,1
39,1,22,101,Buick,1986,107,0,0
48,1,21,141,Mercedes-Benz,2002,191,0,1
31,1,14,104,Dodge,2001,157,3,1
40,0,15,56,Acura,1998,130,2,0
40,1,16,61,Maserati,1989,87,3,0
39,0,14,195,Volvo,2009,100,2,0
33,0,17,50,Toyota,2007,142,1,0
37,0,5,169,BMW,1998,149,1,1
51,1,8,68,Pontiac,1995,89,3,1
35,1,5,159,Jensen,1967,158,4,1
54,0,19,11,Nissan,2001,84,3,0
36,1,3,140,Volvo,1999,378,2,0
48,0,31,220,Honda,2012,112,0,0
53,0,36,171,Buick,1987,97,4,1
38,1,19,139,Hillman,1950,110,2,0
48,1,6,12,GMC,2008,160,3,1
41,1,3,198,Cadillac,2011,441,4,1
44,1,1,15,Volkswagen,2006,236,2,0
48,1,5,47,Volvo,2001,346,0,1
38,0,15,98,Isuzu,2001,133,3,1
32,0,35,101,Hyundai,2012,151,4,1
45,0,29,127,Chevrolet,2002,159,0,1
25,1,23,211,Chevrolet,2010,127,4,1
48,0,4,140,Porsche,2002,99,4,0
30,0,8,86,Dodge,1999,384,0,1
46,1,1,60,Mitsubishi,2009,692,0,0
36,1,8,55,Mercedes-Benz,2002,459,2,1
45,0,1,61,Nissan,1979,469,1,0
41,0,36,107,Tesla,2011,83,2,0
43,1,2,101,Cadillac,1996,330,1,1
28,1,1,200,Ford,2004,522,4,0
49,1,16,144,Buick,1986,691,2,1
30,0,15,22,Chevrolet,2009,133,1,1
43,0,9,32,Oldsmobile,1995,146,1,1
52,0,33,75,Ford,2012,128,1,0
35,1,18,95,Pontiac,2000,144,3,0
44,1,31,90,Mazda,2009,151,0,1
52,1,21,195,Ford,1989,88,4,1
42,0,34,211,Acura,2010,653,3,1
41,0,19,42,Ford,2004,120,1,1
46,0,20,45,Lexus,2006,150,3,1
24,1,5,207,Dodge,2005,423,1,0
42,0,36,87,Eagle,1994,104,1,0
45,1,2,41,Chevrolet,1997,87,4,0
23,1,5,118,Land Rover,2008,191,4,1
47,1,18,154,Pontiac,1999,138,4,0
37,0,6,180,Toyota,2005,94,1,0
45,1,22,90,Dodge,2003,82,2,1
65,0,1,85,Hyundai,2012,338,1,0
45,1,8,18,Volvo,2002,213,4,1
45,1,22,45,Mercedes-Benz,2009,86,4,0
45,1,13,102,Mazda,1995,137,0,0
45,1,24,79,Mazda,1992,154,0,0
55,1,16,169,GMC,1992,120,0,0
42,0,24,61,BMW,2012,144,4,1
43,0,18,2,Lamborghini,1995,125,3,0
36,1,2,161,Mitsubishi,1995,110,3,0
54,1,39,125,Porsche,1986,116,2,1
49,0,17,73,Ford,1992,93,0,0
26,1,24,89,Toyota,1995,130,1,1
30,1,5,194,Honda,1994,122,4,1
39,0,6,217,Volkswagen,2012,306,4,1
52,1,1,172,Chevrolet,2010,159,2,0
59,1,11,7,Chevrolet,1969,135,3,1
33,0,13,214,Honda,1995,160,3,1
45,0,15,78,Chevrolet,2003,80,3,1
45,1,16,169,Mercedes-Benz,2011,153,3,0
39,0,1,45,Lincoln,2013,484,0,0
44,0,3,89,Lincoln,1990,207,4,0
56,0,16,80,Saab,1998,142,4,1
40,0,7,153,Chevrolet,1999,95,2,0
50,1,8,116,Chrysler,1994,120,3,1
31,0,18,44,Toyota,1997,84,0,0
57,1,4,187,Suzuki,2000,153,1,1
57,0,3,167,Chevrolet,2005,250,0,1
51,0,1,50,Mercedes-Benz,2000,453,1,1
49,1,12,163,BMW,2004,118,3,0
47,1,5,151,Honda,2001,271,3,0
38,0,24,129,Dodge,2002,154,3,0
70,0,2,156,Subaru,1990,154,0,1
53,0,6,206,Mercedes-Benz,1997,177,1,0
58,0,13,187,Mitsubishi,2000,135,4,0
39,1,1,31,Pontiac,2003,85,4,1
32,1,32,17,Audi,2006,122,4,0
37,0,13,27,Porsche,2001,83,4,1
48,0,1,72,Toyota,1995,93,0,1
37,0,8,2,Ram,2011,89,3,1
44,0,16,199,Mitsubishi,1992,101,0,0
47,0,5,187,Mercury,2002,96,1,0
45,0,8,4,Acura,2010,301,0,0
54,1,30,74,Toyota,1996,99,2,1
50,0,24,183,Cadillac,1993,106,0,0
47,0,17,108,Mercedes-Benz,1997,117,2,1
39,1,10,83,Pontiac,1987,80,1,0
31,1,8,220,Buick,1988,500,1,1
40,1,10,47,Hyundai,1997,104,4,1
38,1,26,23,Lincoln,2002,136,3,0
51,0,1,165,Suzuki,1992,645,0,1
41,1,17,157,Maserati,1990,123,3,1
58,1,14,42,Chrysler,2007,125,0,1
54,0,7,148,Ford,2004,209,2,0
47,1,24,158,Audi,1994,107,1,1
29,0,8,184,Pontiac,2002,314,2,0
38,0,9,54,Nissan,2009,258,3,0
47,1,19,173,GMC,1997,93,2,0
50,0,28,34,Audi,2012,105,0,0
46,1,8,134,BMW,1997,487,3,1
41,1,7,131,Toyota,2005,405,3,1
41,1,20,158,Cadillac,1997,154,2,1
46,1,11,142,Mitsubishi,2004,101,2,0
39,0,29,93,Jensen,1966,150,0,0
49,1,15,41,Toyota,1987,139,4,1
53,1,5,120,Nissan,2003,380,3,0
46,0,26,214,Toyota,1996,95,0,1
42,0,2,112,Mercedes-Benz,1987,182,3,0
38,0,25,34,Mitsubishi,1987,107,1,1
51,1,8,136,Studebaker,1961,96,4,1
57,1,2,143,GMC,2004,237,3,1
53,1,16,88,GMC,2012,123,4,0
40,0,18,216,Lotus,2007,108,3,0
40,1,13,131,Ford,2008,99,4,0
62,1,24,68,Subaru,1990,400,2,1
47,0,9,40,Mazda,2003,152,0,1
48,1,5,170,GMC,1998,97,1,0
46,1,24,130,Chevrolet,1994,92,2,0
45,0,5,44,Chevrolet,2009,215,2,1
39,0,22,177,Volkswagen,1991,102,3,0
35,0,11,136,Mercedes-Benz,1984,136,1,1
45,1,7,33,Pontiac,1966,175,0,1
45,0,8,99,Mercury,1986,81,3,1
49,0,7,58,Saturn,1998,180,3,0
35,0,2,140,Volkswagen,1994,207,4,0
54,0,7,82,Mazda,2010,111,4,0
42,0,7,205,Mercedes-Benz,2000,349,1,0
41,1,20,103,Chevrolet,2006,116,0,1
50,1,6,184,Lexus,1998,297,3,1
56,0,5,131,Honda,1997,303,3,0
41,0,12,24,Ford,1998,100,0,1
42,0,6,110,Volkswagen,1991,156,1,0
48,0,5,71,Acura,2000,408,4,0
27,1,21,38,Subaru,2000,158,3,1
21,1,22,173,Chevrolet,1999,119,4,1
41,0,21,37,Maybach,2005,123,4,1
49,0,3,170,Pontiac,2002,81,0,0
25,0,20,15,Chevrolet,2005,87,3,0
42,1,1,218,Lincoln,1995,293,1,1
42,1,10,141,Toyota,2001,126,3,1
42,0,6,52,Lincoln,2011,288,0,0
41,0,11,67,Nissan,2000,92,1,1
42,0,17,24,Nissan,2011,154,0,1
41,1,3,12,Chevrolet,2009,386,3,1
37,0,24,63,Volkswagen,2000,116,2,1
55,0,36,140,Mazda,1997,491,4,0
30,1,7,216,Subaru,2004,264,1,0
52,1,3,165,Daewoo,2000,113,1,0
50,1,25,136,Chevrolet,1995,86,2,0
32,0,9,97,Chevrolet,2007,627,3,1
50,0,14,171,Mazda,2004,95,0,0
27,0,15,87,Cadillac,2011,90,0,1
36,1,8,33,Buick,1993,83,1,1
46,0,1,110,Mercedes-Benz,2010,432,2,0
36,0,19,31,Citroën,1989,132,3,1
49,0,3,147,Volkswagen,1994,447,0,0
42,1,15,188,Alfa Romeo,1994,130,3,1
63,0,5,174,Lexus,2011,478,0,0
63,0,24,208,Mitsubishi,1986,106,1,0
64,1,28,207,Lotus,1985,153,0,0
35,0,5,123,Land Rover,1990,83,4,0
47,1,4,19,Chevrolet,2002,169,4,0
57,1,14,60,Chrysler,1997,146,1,0
29,0,1,111,Mercury,1988,132,2,0
49,1,4,140,Oldsmobile,1998,440,3,0
46,1,22,102,Volkswagen,2002,104,1,0
37,1,2,183,Scion,2011,364,0,1
56,0,19,79,Ram,2011,157,3,0
61,1,8,196,GMC,2004,443,0,0
39,1,23,1,Ford,2002,143,2,0
42,1,17,206,Ford,2005,159,2,0
29,1,5,47,Ford,2008,394,4,0
51,0,20,28,Lincoln,2013,114,3,1
49,0,20,214,GMC,1992,85,1,0
45,1,19,119,Porsche,2002,119,2,0
58,0,15,134,Toyota,2009,121,2,1
50,0,5,149,Chevrolet,1997,666,3,0
46,1,4,145,Buick,2000,468,3,0
35,0,7,66,Toyota,2007,179,0,1
39,0,4,216,Lexus,2013,184,4,0
37,1,6,127,Subaru,2000,253,0,0
55,1,6,67,Ford,2006,435,0,1
55,1,6,5,Ford,1985,126,0,0
54,1,19,204,Chevrolet,1996,127,4,0
42,0,6,16,Chevrolet,1998,118,2,1
45,1,17,195,Oldsmobile,1996,104,4,1
44,0,5,194,Jeep,1998,84,1,1
45,0,2,160,Mercedes-Benz,2004,383,4,0
47,1,36,49,Chevrolet,2010,427,1,1
39,1,19,173,Toyota,1995,122,2,0
46,0,18,151,Porsche,2002,118,2,0
45,0,3,31,Toyota,2008,107,2,0
48,1,2,165,Oldsmobile,1996,446,4,1
47,0,8,212,Chevrolet,1980,161,0,0
41,0,39,201,Ford,1983,94,1,1
57,1,38,197,Chevrolet,2004,108,3,1
29,0,1,58,Toyota,2000,101,0,1
37,1,6,80,Subaru,1988,399,0,0
46,1,1,219,Cadillac,2009,105,4,0
44,1,17,163,Infiniti,2009,126,2,0
53,0,5,128,Nissan,2003,107,3,1
33,0,2,25,Chevrolet,2006,230,0,0
35,1,6,16,Chevrolet,1999,100,0,0
55,0,25,84,Volkswagen,1988,125,0,1
50,0,18,172,Nissan,2011,94,2,0
45,1,7,156,Buick,1989,332,2,0
35,0,8,77,Ford,1992,410,1,0
56,1,18,31,Dodge,2003,114,1,0
52,1,3,162,Mitsubishi,1997,245,3,0
32,0,3,114,Chrysler,1999,151,4,0
39,0,10,118,Buick,2007,114,4,1
45,0,5,131,Mitsubishi,2002,424,2,0
38,0,20,199,Ford,1970,126,3,1
39,0,4,177,BMW,1993,389,2,0
28,1,7,95,Volkswagen,2011,164,1,1
40,1,13,69,Nissan,2005,111,3,0
26,0,1,12,Acura,2011,415,0,0
41,0,27,71,Toyota,1999,82,3,1
51,1,5,58,Chevrolet,1992,435,3,0
59,0,19,200,Mercury,2002,157,2,0
59,1,11,47,BMW,2000,104,3,0
48,0,21,180,Geo,1993,90,4,1
61,0,36,145,Chevrolet,2002,123,4,1
52,0,32,35,Saab,2008,87,0,0
29,0,2,182,BMW,2012,122,4,0
37,0,9,179,Maserati,2005,106,4,0
48,0,8,108,Audi,2011,179,4,1
37,0,13,182,Cadillac,2007,110,2,1
32,0,17,217,Chevrolet,1993,102,1,0
39,0,6,200,Nissan,2010,101,4,0
39,1,31,163,Ford,2008,143,3,1
53,1,30,135,Pontiac,2006,124,3,0
50,1,19,2,Maybach,2008,98,3,1
35,1,4,59,Pontiac,2004,440,0,1
37,0,20,183,Mitsubishi,2000,157,4,0
50,1,25,149,Dodge,1993,155,4,0
34,1,5,67,Dodge,2011,125,4,0
46,0,25,172,Chevrolet,2007,81,1,1
49,1,7,41,Chrysler,1994,99,4,0
54,0,16,2,Chevrolet,1999,152,3,0
46,0,21,220,Nissan,2000,88,2,1
38,1,22,99,Ford,2005,157,2,0
56,1,18,193,Plymouth,1999,143,0,1
42,0,15,158,Buick,2005,103,1,1
57,0,7,148,Lincoln,1989,400,2,1
45,1,10,78,Honda,2000,138,1,1
31,0,21,49,Oldsmobile,2003,102,4,1
58,1,10,14,Mazda,2003,112,4,1
55,0,1,17,Ford,1999,344,1,0
63,0,5,173,Dodge,2012,324,3,1
42,0,7,181,Nissan,1998,159,1,1
47,1,5,31,Audi,2001,489,3,1
44,0,5,90,GMC,2007,107,4,1
54,0,5,164,Dodge,2009,114,0,1
36,0,38,208,Mazda,2011,159,4,1
34,0,4,93,Mercedes-Benz,2005,228,1,1
40,1,25,9,Ford,2001,126,1,1
50,0,28,128,Pontiac,1962,86,3,1
48,0,25,4,Mazda,1997,126,3,0
50,1,6,183,Toyota,2011,190,1,0
38,1,28,72,Ferrari,2009,81,3,1
29,0,25,8,Pontiac,1997,112,0,1
40,0,17,69,Mercury,2006,100,0,1
43,1,3,179,Suzuki,2007,498,2,0
